NORM SPECTRA FILE NAME,REDSHIFT,CALCULATED SNR,NEEDS RECALCULATION,Masked Regions
56339_over_58155_normalized.txt,3.194,0,N,[]
53116_over_55947_normalized.txt,3.07,0,N,[]
56980_over_56246_normalized.txt,3.623,0,N,[]
53089_over_56389_normalized.txt,2.846,0,N,[]
56661_over_52428_normalized.txt,2.702,0,N,[]
56339_over_58155_recon.txt,3.194,0,N,[]
