NORM SPECTRA FILE NAME,REDSHIFT,CALCULATED SNR,NEEDS RECALCULATION,Masked Regions
56661_over_52428_recon.txt,2.702,0,N,[]
52428_over_56661_recon.txt,2.702,0,N,[]
53089_over_56389_recon.txt,2.846,0,N,[]
56389_over_53089_recon.txt,2.846,0,N,[]
56339_over_10464_recon.txt,3.194,0,N,[]
10464_over_56339_recon.txt,3.194,0,N,[]
56246_over_56980_recon.txt,3.623,0,N,[]
56980_over_56246_recon.txt,3.623,0,N,[]
53116_over_55947_recon.txt,3.07,0,N,[]
55947_over_53116_recon.txt,3.07,0,N,[]
